"Author";"Class";"Name";"ShortName";"Value"
"OLIVEIRA RJ";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"OLIVEIRA RJ";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"OLIVEIRA RJ";"Post-Outbreak";"Most Common Journal Area";"TopField";"BIOCHEMISTRY & MOLECULAR BIOLOGY"
"OLIVEIRA RJ";"Post-Outbreak";"Total Citations";"Citations";"170"
"OLIVEIRA RJ";"Post-Outbreak";"Citations per Paper";"CitationRate";"6.3"
"OLIVEIRA RJ";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"10.15"
"OLIVEIRA RJ";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.57692307692308"
"OLIVEIRA RJ";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.0384615384615385"
"OLIVEIRA RJ";"Post-Outbreak";"Total Papers";"Papers";"26"
"OLIVEIRA RJ";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"1"
"OLIVEIRA RJ";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.04"
"OLIVEIRA RJ";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"OLIVEIRA RJ";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.04"
"OLIVEIRA RJ";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"OLIVEIRA RJ";"Zika";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"1"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"OLIVEIRA RJ";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"9"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"OLIVEIRA RJ";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"OLIVEIRA RJ";"Zika";"Total Citations";"Citations";"9"
"OLIVEIRA RJ";"Zika";"Citations per Paper";"CitationRate";"9"
"OLIVEIRA RJ";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"11"
"OLIVEIRA RJ";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"9"
"OLIVEIRA RJ";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"OLIVEIRA RJ";"Zika";"Total Papers";"Papers";"1"
"OLIVEIRA RJ";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"OLIVEIRA RJ";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"OLIVEIRA RJ";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"3"
"OLIVEIRA RJ";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"OLIVEIRA RJ";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"OLIVEIRA RJ";"All";"Author affiliations";"Affiliation";"UFMS;UFPR;UNESP"
"OLIVEIRA RJ";"All";"Authos afilliation states";"State";"SP;PR;MS"
"OLIVEIRA RJ";"All";"Author affiliation regions";"Region";"SE;CO;S"
"OLIVEIRA RJ";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"OLIVEIRA RJ";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"BAHAMONDES L";"Pre-Outbreak";"Most Common Journal Area";"TopField";"OBSTETRICS & GYNECOLOGY"
"BAHAMONDES L";"Pre-Outbreak";"Total Citations";"Citations";"1097"
"BAHAMONDES L";"Pre-Outbreak";"Citations per Paper";"CitationRate";"15.9"
"BAHAMONDES L";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.28"
"BAHAMONDES L";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.04545454545455"
"BAHAMONDES L";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.36363636363636"
"BAHAMONDES L";"Pre-Outbreak";"Total Papers";"Papers";"44"
"BAHAMONDES L";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"18"
"BAHAMONDES L";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.41"
"BAHAMONDES L";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"18"
"BAHAMONDES L";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"BAHAMONDES L";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"BAHAMONDES L";"Post-Outbreak";"Most Common Journal Area";"TopField";"OBSTETRICS & GYNECOLOGY"
"BAHAMONDES L";"Post-Outbreak";"Total Citations";"Citations";"215"
"BAHAMONDES L";"Post-Outbreak";"Citations per Paper";"CitationRate";"3.52"
"BAHAMONDES L";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.72"
"BAHAMONDES L";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.73214285714286"
"BAHAMONDES L";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.28571428571429"
"BAHAMONDES L";"Post-Outbreak";"Total Papers";"Papers";"56"
"BAHAMONDES L";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"23"
"BAHAMONDES L";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.41"
"BAHAMONDES L";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"BAHAMONDES L";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.05"
"BAHAMONDES L";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"BAHAMONDES L";"Zika";"Most Common Journal Area";"TopField";"OBSTETRICS & GYNECOLOGY"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"1"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"BAHAMONDES L";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"8"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"BAHAMONDES L";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"BAHAMONDES L";"Zika";"Total Citations";"Citations";"27"
"BAHAMONDES L";"Zika";"Citations per Paper";"CitationRate";"9"
"BAHAMONDES L";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"4"
"BAHAMONDES L";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.66666666666667"
"BAHAMONDES L";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.33333333333333"
"BAHAMONDES L";"Zika";"Total Papers";"Papers";"3"
"BAHAMONDES L";"Zika";"Papers with International Affiliations";"PapersINTL";"3"
"BAHAMONDES L";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"BAHAMONDES L";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"4"
"BAHAMONDES L";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"BAHAMONDES L";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"BAHAMONDES L";"All";"Author affiliations";"Affiliation";"-;UNICAMP"
"BAHAMONDES L";"All";"Authos afilliation states";"State";"-;SP"
"BAHAMONDES L";"All";"Author affiliation regions";"Region";"SE"
"BAHAMONDES L";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"BAHAMONDES L";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"GARCEZ P";"Pre-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"GARCEZ P";"Pre-Outbreak";"Total Citations";"Citations";"351"
"GARCEZ P";"Pre-Outbreak";"Citations per Paper";"CitationRate";"43.88"
"GARCEZ P";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"7.12"
"GARCEZ P";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"0.2"
"GARCEZ P";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"6.4"
"GARCEZ P";"Pre-Outbreak";"Total Papers";"Papers";"5"
"GARCEZ P";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"5"
"GARCEZ P";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"GARCEZ P";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"15"
"GARCEZ P";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"GARCEZ P";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"GARCEZ P";"Post-Outbreak";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"GARCEZ P";"Post-Outbreak";"Total Citations";"Citations";"762"
"GARCEZ P";"Post-Outbreak";"Citations per Paper";"CitationRate";"50.8"
"GARCEZ P";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"14.2"
"GARCEZ P";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.5"
"GARCEZ P";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2.78571428571429"
"GARCEZ P";"Post-Outbreak";"Total Papers";"Papers";"14"
"GARCEZ P";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"9"
"GARCEZ P";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.64"
"GARCEZ P";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"GARCEZ P";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.87"
"GARCEZ P";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"3"
"GARCEZ P";"Zika";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"2"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"5"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"3"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"1"
"GARCEZ P";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"6"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"553"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"15"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"42"
"GARCEZ P";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"GARCEZ P";"Zika";"Total Citations";"Citations";"729"
"GARCEZ P";"Zika";"Citations per Paper";"CitationRate";"56.08"
"GARCEZ P";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"14.46"
"GARCEZ P";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.08333333333333"
"GARCEZ P";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.5"
"GARCEZ P";"Zika";"Total Papers";"Papers";"12"
"GARCEZ P";"Zika";"Papers with International Affiliations";"PapersINTL";"7"
"GARCEZ P";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.58"
"GARCEZ P";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"GARCEZ P";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"GARCEZ P";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"3"
"GARCEZ P";"All";"Author affiliations";"Affiliation";"UFRJ;UNIRIO"
"GARCEZ P";"All";"Authos afilliation states";"State";"RJ"
"GARCEZ P";"All";"Author affiliation regions";"Region";"SE"
"GARCEZ P";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to Zika through non-Zika"
"GARCEZ P";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"EIRAS AE";"Pre-Outbreak";"Most Common Journal Area";"TopField";"ENTOMOLOGY"
"EIRAS AE";"Pre-Outbreak";"Total Citations";"Citations";"1391"
"EIRAS AE";"Pre-Outbreak";"Citations per Paper";"CitationRate";"22.44"
"EIRAS AE";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.45"
"EIRAS AE";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.52777777777778"
"EIRAS AE";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.527777777777778"
"EIRAS AE";"Pre-Outbreak";"Total Papers";"Papers";"36"
"EIRAS AE";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"14"
"EIRAS AE";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.39"
"EIRAS AE";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"30"
"EIRAS AE";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"EIRAS AE";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"EIRAS AE";"Post-Outbreak";"Most Common Journal Area";"TopField";"TROPICAL MEDICINE"
"EIRAS AE";"Post-Outbreak";"Total Citations";"Citations";"80"
"EIRAS AE";"Post-Outbreak";"Citations per Paper";"CitationRate";"5"
"EIRAS AE";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.06"
"EIRAS AE";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2"
"EIRAS AE";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.6"
"EIRAS AE";"Post-Outbreak";"Total Papers";"Papers";"15"
"EIRAS AE";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"10"
"EIRAS AE";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.67"
"EIRAS AE";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"EIRAS AE";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.25"
"EIRAS AE";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"EIRAS AE";"Zika";"Most Common Journal Area";"TopField";"PARASITOLOGY"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"2"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"EIRAS AE";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"10"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"4"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"4"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"EIRAS AE";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"EIRAS AE";"Zika";"Total Citations";"Citations";"30"
"EIRAS AE";"Zika";"Citations per Paper";"CitationRate";"7.5"
"EIRAS AE";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"8"
"EIRAS AE";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.5"
"EIRAS AE";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.75"
"EIRAS AE";"Zika";"Total Papers";"Papers";"4"
"EIRAS AE";"Zika";"Papers with International Affiliations";"PapersINTL";"2"
"EIRAS AE";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.5"
"EIRAS AE";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"EIRAS AE";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"EIRAS AE";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"EIRAS AE";"All";"Author affiliations";"Affiliation";"UFMG"
"EIRAS AE";"All";"Authos afilliation states";"State";"MG"
"EIRAS AE";"All";"Author affiliation regions";"Region";"SE"
"EIRAS AE";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"EIRAS AE";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"MASSONI T";"Pre-Outbreak";"Most Common Journal Area";"TopField";"COMPUTER SCIENCE"
"MASSONI T";"Pre-Outbreak";"Total Citations";"Citations";"157"
"MASSONI T";"Pre-Outbreak";"Citations per Paper";"CitationRate";"15.7"
"MASSONI T";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"3.3"
"MASSONI T";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.77777777777778"
"MASSONI T";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"MASSONI T";"Pre-Outbreak";"Total Papers";"Papers";"9"
"MASSONI T";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"0"
"MASSONI T";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"MASSONI T";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"19"
"MASSONI T";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"MASSONI T";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MASSONI T";"Post-Outbreak";"Most Common Journal Area";"TopField";"COMPUTER SCIENCE"
"MASSONI T";"Post-Outbreak";"Total Citations";"Citations";"20"
"MASSONI T";"Post-Outbreak";"Citations per Paper";"CitationRate";"2.5"
"MASSONI T";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"4.38"
"MASSONI T";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.75"
"MASSONI T";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.625"
"MASSONI T";"Post-Outbreak";"Total Papers";"Papers";"8"
"MASSONI T";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"6"
"MASSONI T";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.75"
"MASSONI T";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"MASSONI T";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.5"
"MASSONI T";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MASSONI T";"Zika";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"MASSONI T";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"MASSONI T";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"MASSONI T";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"MASSONI T";"Zika";"Total Citations";"Citations";"4"
"MASSONI T";"Zika";"Citations per Paper";"CitationRate";"1"
"MASSONI T";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"5"
"MASSONI T";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.75"
"MASSONI T";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2.5"
"MASSONI T";"Zika";"Total Papers";"Papers";"4"
"MASSONI T";"Zika";"Papers with International Affiliations";"PapersINTL";"4"
"MASSONI T";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
